,district,dt,future_dt,temp,feels_like,pressure,humidity,dew_point,clouds,uvi,visibility,wind_speed,wind_gust,wind_deg,pop,rain_1h,snow_1h,weather_id,weather_main,weather_description,weather_icon
10138,Dublin 5,2025-02-22 11:03:08,2025-02-22 21:00:00,279.62,277.12,1015,87,277.4,3,0.0,10000,3.46,4.56,177,0.0,,,800,Clear,clear sky,01n
10139,Dublin 5,2025-02-22 11:03:08,2025-02-22 22:00:00,279.87,277.22,1015,85,277.22,25,0.0,10000,3.82,7.43,186,0.0,,,802,Clouds,scattered clouds,03n
10140,Dublin 5,2025-02-22 11:03:08,2025-02-22 23:00:00,279.85,277.04,1015,81,276.57,24,0.0,10000,4.11,8.06,183,0.0,,,801,Clouds,few clouds,02n
10141,Dublin 5,2025-02-22 11:03:08,2025-02-23 00:00:00,280.19,276.99,1014,81,276.9,31,0.0,10000,5.12,9.69,169,0.0,,,802,Clouds,scattered clouds,03n
10142,Dublin 5,2025-02-22 11:03:08,2025-02-23 01:00:00,280.66,277.23,1014,80,277.26,100,0.0,10000,6.0,12.75,175,0.0,,,804,Clouds,overcast clouds,04n
10143,Dublin 5,2025-02-22 11:03:08,2025-02-23 02:00:00,281.59,277.99,1012,77,277.62,100,0.0,10000,7.32,15.47,173,0.0,,,804,Clouds,overcast clouds,04n
10144,Dublin 5,2025-02-22 11:03:08,2025-02-23 03:00:00,282.24,278.5,1011,77,278.12,100,0.0,10000,8.55,17.59,177,0.0,,,804,Clouds,overcast clouds,04n
10145,Dublin 5,2025-02-22 11:03:08,2025-02-23 04:00:00,282.77,278.93,1009,75,278.31,100,0.0,10000,9.68,19.68,179,0.0,,,804,Clouds,overcast clouds,04n
10146,Dublin 5,2025-02-22 11:03:08,2025-02-23 05:00:00,283.07,279.12,1008,73,278.27,100,0.0,10000,10.67,21.27,182,0.0,,,804,Clouds,overcast clouds,04n
10147,Dublin 5,2025-02-22 11:03:08,2025-02-23 06:00:00,283.08,278.89,1007,74,278.47,100,0.0,10000,11.95,22.4,187,0.0,,,804,Clouds,overcast clouds,04n
10148,Dublin 5,2025-02-22 11:03:08,2025-02-23 07:00:00,282.86,278.57,1006,80,279.3,100,0.0,10000,12.09,21.63,178,0.86,,,500,Rain,light rain,10n
10149,Dublin 5,2025-02-22 11:03:08,2025-02-23 08:00:00,282.85,278.71,1005,85,280.14,100,0.01,10000,11.26,22.51,176,1.0,,,500,Rain,light rain,10d
10150,Dublin 5,2025-02-22 11:03:08,2025-02-23 09:00:00,283.18,282.48,1004,86,280.65,100,0.07,10000,11.51,21.72,179,1.0,,,500,Rain,light rain,10d
10151,Dublin 5,2025-02-22 11:03:08,2025-02-23 10:00:00,283.65,283.03,1003,87,281.32,100,0.07,6535,11.49,23.2,181,1.0,,,501,Rain,moderate rain,10d
10152,Dublin 5,2025-02-22 11:03:08,2025-02-23 11:00:00,284.23,283.64,1002,86,281.68,100,0.14,10000,11.12,22.83,185,1.0,,,501,Rain,moderate rain,10d
10153,Dublin 5,2025-02-22 11:03:08,2025-02-23 12:00:00,284.87,284.32,1001,85,282.24,100,0.15,10000,10.9,23.3,188,1.0,,,501,Rain,moderate rain,10d
10154,Dublin 5,2025-02-22 11:03:08,2025-02-23 13:00:00,285.03,284.57,1000,88,282.78,100,0.24,10000,10.05,22.76,191,1.0,,,500,Rain,light rain,10d
10155,Dublin 5,2025-02-22 11:03:08,2025-02-23 14:00:00,285.03,284.57,1001,88,282.83,100,0.13,5102,9.59,19.93,203,1.0,,,501,Rain,moderate rain,10d
10156,Dublin 5,2025-02-22 11:03:08,2025-02-23 15:00:00,284.2,283.58,1001,85,281.58,100,0.06,10000,8.33,15.71,219,1.0,,,501,Rain,moderate rain,10d
10157,Dublin 5,2025-02-22 11:03:08,2025-02-23 16:00:00,284.24,283.52,1001,81,280.93,100,0.1,10000,8.12,15.22,208,0.8,,,804,Clouds,overcast clouds,04d
10158,Dublin 5,2025-02-22 11:03:08,2025-02-23 17:00:00,283.82,283.08,1002,82,280.56,99,0.0,10000,8.64,15.74,213,0.8,,,804,Clouds,overcast clouds,04d
10159,Dublin 5,2025-02-22 11:03:08,2025-02-23 18:00:00,283.39,282.61,1002,82,280.15,95,0.0,10000,8.61,15.92,213,0.8,,,804,Clouds,overcast clouds,04n
10160,Dublin 5,2025-02-22 11:03:08,2025-02-23 19:00:00,283.05,279.49,1003,82,279.75,14,0.0,10000,8.82,16.12,211,0.0,,,801,Clouds,few clouds,02n
10161,Dublin 5,2025-02-22 11:03:08,2025-02-23 20:00:00,282.88,279.32,1003,81,279.56,55,0.0,10000,8.61,15.71,209,0.0,,,803,Clouds,broken clouds,04n
10162,Dublin 5,2025-02-22 11:03:08,2025-02-23 21:00:00,282.54,278.95,1003,81,279.16,36,0.0,10000,8.3,15.56,213,0.0,,,802,Clouds,scattered clouds,03n
10163,Dublin 5,2025-02-22 11:03:08,2025-02-23 22:00:00,282.18,278.46,1004,81,278.89,25,0.0,10000,8.39,15.6,211,0.0,,,802,Clouds,scattered clouds,03n
10164,Dublin 5,2025-02-22 11:03:08,2025-02-23 23:00:00,281.88,278.21,1004,81,278.59,19,0.0,10000,7.85,15.24,217,0.0,,,801,Clouds,few clouds,02n
10165,Dublin 5,2025-02-22 11:03:08,2025-02-24 00:00:00,281.65,277.91,1004,81,278.43,15,0.0,10000,7.88,15.17,217,0.0,,,801,Clouds,few clouds,02n
10166,Dublin 5,2025-02-22 11:03:08,2025-02-24 01:00:00,281.4,277.83,1004,82,278.18,0,0.0,10000,7.02,14.53,222,0.0,,,800,Clear,clear sky,01n
10167,Dublin 5,2025-02-22 11:03:08,2025-02-24 02:00:00,281.24,277.61,1005,81,277.89,31,0.0,10000,7.07,14.37,223,0.0,,,802,Clouds,scattered clouds,03n
10168,Dublin 5,2025-02-22 11:03:08,2025-02-24 03:00:00,281.15,277.53,1005,80,277.64,54,0.0,10000,6.97,14.14,229,0.0,,,803,Clouds,broken clouds,04n
10169,Dublin 5,2025-02-22 11:03:08,2025-02-24 04:00:00,280.69,277.17,1005,82,277.49,45,0.0,10000,6.28,13.47,232,0.0,,,802,Clouds,scattered clouds,03n
10170,Dublin 5,2025-02-22 11:03:08,2025-02-24 05:00:00,280.53,276.99,1006,82,277.4,37,0.0,10000,6.2,13.41,234,0.0,,,802,Clouds,scattered clouds,03n
10171,Dublin 5,2025-02-22 11:03:08,2025-02-24 06:00:00,280.38,276.87,1006,82,277.28,33,0.0,10000,6.02,13.26,233,0.0,,,802,Clouds,scattered clouds,03n
10172,Dublin 5,2025-02-22 11:03:08,2025-02-24 07:00:00,280.26,276.7,1006,82,277.14,20,0.0,10000,6.07,13.05,230,0.0,,,801,Clouds,few clouds,02n
10173,Dublin 5,2025-02-22 11:03:08,2025-02-24 08:00:00,280.27,276.8,1007,82,277.08,28,0.09,10000,5.84,12.99,234,0.0,,,802,Clouds,scattered clouds,03d
10174,Dublin 5,2025-02-22 11:03:08,2025-02-24 09:00:00,280.97,277.83,1007,80,277.41,33,0.33,10000,5.46,11.96,233,0.0,,,802,Clouds,scattered clouds,03d
10175,Dublin 5,2025-02-22 11:03:08,2025-02-24 10:00:00,281.95,279.27,1008,77,277.95,31,0.64,10000,4.93,10.41,233,0.0,,,802,Clouds,scattered clouds,03d
10176,Dublin 5,2025-02-22 12:04:04,2025-02-22 12:00:00,284.15,283.19,1010,72,279.3,40,1.13,10000,5.99,9.15,247,0.0,,,802,Clouds,scattered clouds,03d
10177,Dublin 5,2025-02-22 12:04:04,2025-02-22 13:00:00,284.11,283.09,1010,70,278.86,34,1.14,10000,5.95,8.81,251,0.0,,,802,Clouds,scattered clouds,03d
10178,Dublin 5,2025-02-22 12:04:04,2025-02-22 14:00:00,284.17,283.13,1010,69,278.71,26,0.92,10000,5.57,8.42,249,0.0,,,802,Clouds,scattered clouds,03d
10179,Dublin 5,2025-02-22 12:04:04,2025-02-22 15:00:00,284.19,283.15,1011,69,278.73,20,0.6,10000,4.91,8.31,243,0.0,,,801,Clouds,few clouds,02d
10180,Dublin 5,2025-02-22 12:04:04,2025-02-22 16:00:00,283.85,282.8,1012,70,278.61,13,0.28,10000,4.36,7.83,239,0.0,,,801,Clouds,few clouds,02d
10181,Dublin 5,2025-02-22 12:04:04,2025-02-22 17:00:00,282.8,280.8,1012,74,278.05,6,0.0,10000,3.84,7.64,228,0.0,,,800,Clear,clear sky,01d
10182,Dublin 5,2025-02-22 12:04:04,2025-02-22 18:00:00,281.16,278.93,1014,80,277.62,5,0.0,10000,3.58,7.47,221,0.0,,,800,Clear,clear sky,01n
10183,Dublin 5,2025-02-22 12:04:04,2025-02-22 19:00:00,280.31,278.12,1014,84,277.52,8,0.0,10000,3.2,6.71,206,0.0,,,800,Clear,clear sky,01n
10184,Dublin 5,2025-02-22 12:04:04,2025-02-22 20:00:00,279.9,277.55,1014,86,277.44,4,0.0,10000,3.32,5.1,186,0.0,,,800,Clear,clear sky,01n
10185,Dublin 5,2025-02-22 12:04:04,2025-02-22 21:00:00,279.72,277.32,1014,87,277.45,4,0.0,10000,3.34,4.42,177,0.0,,,800,Clear,clear sky,01n
10186,Dublin 5,2025-02-22 12:04:04,2025-02-22 22:00:00,279.99,277.33,1014,83,277.06,8,0.0,10000,3.88,7.44,183,0.0,,,800,Clear,clear sky,01n
10187,Dublin 5,2025-02-22 12:04:04,2025-02-22 23:00:00,279.94,277.2,1014,80,276.44,20,0.0,10000,4.02,7.52,175,0.0,,,801,Clouds,few clouds,02n
10188,Dublin 5,2025-02-22 12:04:04,2025-02-23 00:00:00,280.03,276.77,1014,81,276.77,17,0.0,10000,5.16,10.04,172,0.0,,,801,Clouds,few clouds,02n
10189,Dublin 5,2025-02-22 12:04:04,2025-02-23 01:00:00,280.63,277.28,1013,81,277.27,98,0.0,10000,5.76,11.85,172,0.0,,,804,Clouds,overcast clouds,04n
10190,Dublin 5,2025-02-22 12:04:04,2025-02-23 02:00:00,281.46,277.87,1012,79,277.73,99,0.0,10000,7.15,15.04,173,0.0,,,804,Clouds,overcast clouds,04n
10191,Dublin 5,2025-02-22 12:04:04,2025-02-23 03:00:00,282.2,278.4,1010,77,278.15,99,0.0,10000,8.71,17.77,176,0.0,,,804,Clouds,overcast clouds,04n
10192,Dublin 5,2025-02-22 12:04:04,2025-02-23 04:00:00,282.88,279.09,1009,74,278.29,100,0.0,10000,9.61,19.91,182,0.0,,,804,Clouds,overcast clouds,04n
10193,Dublin 5,2025-02-22 12:04:04,2025-02-23 05:00:00,282.86,278.92,1007,76,278.61,100,0.0,10000,10.27,20.62,184,0.0,,,804,Clouds,overcast clouds,04n
10194,Dublin 5,2025-02-22 12:04:04,2025-02-23 06:00:00,282.58,278.24,1006,78,278.65,100,0.0,10000,11.82,23.05,184,0.21,,,500,Rain,light rain,10n
10195,Dublin 5,2025-02-22 12:04:04,2025-02-23 07:00:00,282.67,278.24,1005,81,279.36,100,0.0,10000,12.45,23.17,178,0.66,,,500,Rain,light rain,10n
10196,Dublin 5,2025-02-22 12:04:04,2025-02-23 08:00:00,282.84,278.65,1004,86,280.38,100,0.01,7802,11.5,23.37,179,1.0,,,500,Rain,light rain,10d
10197,Dublin 5,2025-02-22 12:04:04,2025-02-23 09:00:00,283.46,282.79,1002,86,281.0,100,0.07,8661,11.21,22.49,182,1.0,,,501,Rain,moderate rain,10d
10198,Dublin 5,2025-02-22 12:04:04,2025-02-23 10:00:00,283.93,283.31,1001,86,281.48,100,0.07,7501,11.19,22.1,183,1.0,,,501,Rain,moderate rain,10d
10199,Dublin 5,2025-02-22 12:04:04,2025-02-23 11:00:00,284.4,283.83,1001,86,281.82,100,0.14,7342,11.02,22.98,188,1.0,,,501,Rain,moderate rain,10d
10200,Dublin 5,2025-02-22 12:04:04,2025-02-23 12:00:00,284.91,284.39,1000,86,282.37,100,0.15,10000,10.55,23.53,189,1.0,,,501,Rain,moderate rain,10d
10201,Dublin 5,2025-02-22 12:04:04,2025-02-23 13:00:00,285.14,284.64,1000,86,282.64,100,0.24,10000,11.76,19.99,208,1.0,,,501,Rain,moderate rain,10d
10202,Dublin 5,2025-02-22 12:04:04,2025-02-23 14:00:00,284.39,283.74,1000,83,281.43,100,0.13,10000,8.85,17.6,209,1.0,,,500,Rain,light rain,10d
10203,Dublin 5,2025-02-22 12:04:04,2025-02-23 15:00:00,283.89,283.16,1001,82,280.65,100,0.06,10000,9.31,15.34,210,1.0,,,500,Rain,light rain,10d
10204,Dublin 5,2025-02-22 12:04:04,2025-02-23 16:00:00,283.62,282.84,1001,81,280.19,100,0.1,10000,8.69,15.72,208,0.8,,,804,Clouds,overcast clouds,04d
10205,Dublin 5,2025-02-22 12:04:04,2025-02-23 17:00:00,283.48,282.68,1001,81,280.15,81,0.0,10000,8.93,16.51,213,0.8,,,803,Clouds,broken clouds,04d
10206,Dublin 5,2025-02-22 12:04:04,2025-02-23 18:00:00,283.2,282.35,1002,80,279.7,72,0.0,10000,9.08,16.35,214,0.8,,,803,Clouds,broken clouds,04n
10207,Dublin 5,2025-02-22 12:04:04,2025-02-23 19:00:00,282.92,279.21,1002,80,279.44,0,0.0,10000,9.3,16.79,216,0.0,,,800,Clear,clear sky,01n
10208,Dublin 5,2025-02-22 12:04:04,2025-02-23 20:00:00,282.6,278.83,1002,80,279.16,26,0.0,10000,9.11,16.73,218,0.0,,,802,Clouds,scattered clouds,03n
10209,Dublin 5,2025-02-22 12:04:04,2025-02-23 21:00:00,282.37,278.64,1003,80,278.85,52,0.0,10000,8.65,16.15,219,0.0,,,803,Clouds,broken clouds,04n
10210,Dublin 5,2025-02-22 12:04:04,2025-02-23 22:00:00,282.18,278.39,1004,80,278.61,64,0.0,10000,8.67,16.32,220,0.0,,,803,Clouds,broken clouds,04n
10211,Dublin 5,2025-02-22 12:04:04,2025-02-23 23:00:00,281.76,278.03,1004,81,278.44,52,0.0,10000,7.96,15.46,220,0.0,,,803,Clouds,broken clouds,04n
10212,Dublin 5,2025-02-22 12:04:04,2025-02-24 00:00:00,281.6,277.87,1004,81,278.29,43,0.0,10000,7.77,15.07,220,0.0,,,802,Clouds,scattered clouds,03n
10213,Dublin 5,2025-02-22 12:04:04,2025-02-24 01:00:00,281.66,278.09,1004,80,278.24,100,0.0,10000,7.29,14.52,228,0.0,,,804,Clouds,overcast clouds,04n
10214,Dublin 5,2025-02-22 12:04:04,2025-02-24 02:00:00,281.28,277.61,1005,81,277.95,81,0.0,10000,7.26,14.53,228,0.0,,,803,Clouds,broken clouds,04n
10215,Dublin 5,2025-02-22 12:04:04,2025-02-24 03:00:00,280.87,277.32,1005,82,277.74,58,0.0,10000,6.52,13.92,229,0.0,,,803,Clouds,broken clouds,04n
10216,Dublin 5,2025-02-22 12:04:04,2025-02-24 04:00:00,280.59,276.98,1005,83,277.56,44,0.0,10000,6.45,13.8,232,0.0,,,802,Clouds,scattered clouds,03n
10217,Dublin 5,2025-02-22 12:04:04,2025-02-24 05:00:00,280.46,276.8,1005,82,277.34,37,0.0,10000,6.51,13.68,232,0.0,,,802,Clouds,scattered clouds,03n
10218,Dublin 5,2025-02-22 12:04:04,2025-02-24 06:00:00,280.29,276.8,1005,81,277.01,32,0.0,10000,5.91,13.04,228,0.0,,,802,Clouds,scattered clouds,03n
10219,Dublin 5,2025-02-22 12:04:04,2025-02-24 07:00:00,280.31,276.9,1006,81,277.04,17,0.0,10000,5.69,12.44,229,0.0,,,801,Clouds,few clouds,02n
10220,Dublin 5,2025-02-22 12:04:04,2025-02-24 08:00:00,280.34,277.03,1006,82,277.23,24,0.09,10000,5.46,12.18,231,0.0,,,801,Clouds,few clouds,02d
10221,Dublin 5,2025-02-22 12:04:04,2025-02-24 09:00:00,280.8,277.66,1007,81,277.55,36,0.33,10000,5.34,11.4,232,0.0,,,802,Clouds,scattered clouds,03d
10222,Dublin 5,2025-02-22 12:04:04,2025-02-24 10:00:00,281.59,278.8,1007,78,277.82,43,0.64,10000,4.96,10.06,239,0.0,,,802,Clouds,scattered clouds,03d
10223,Dublin 5,2025-02-22 12:04:04,2025-02-24 11:00:00,282.14,279.5,1008,74,277.47,53,1.0,10000,4.93,8.48,241,0.0,,,803,Clouds,broken clouds,04d
10224,Dublin 5,2025-02-22 13:04:59,2025-02-22 13:00:00,285.5,284.54,1010,67,279.55,40,1.14,10000,5.95,8.81,251,0.0,,,802,Clouds,scattered clouds,03d
10225,Dublin 5,2025-02-22 13:04:59,2025-02-22 14:00:00,285.24,284.23,1010,66,279.09,33,0.92,10000,5.57,8.42,249,0.0,,,802,Clouds,scattered clouds,03d
10226,Dublin 5,2025-02-22 13:04:59,2025-02-22 15:00:00,284.98,283.97,1010,67,279.06,26,0.6,10000,4.91,8.31,243,0.0,,,802,Clouds,scattered clouds,03d
10227,Dublin 5,2025-02-22 13:04:59,2025-02-22 16:00:00,284.46,283.45,1011,69,278.99,20,0.28,10000,4.36,7.83,239,0.0,,,801,Clouds,few clouds,02d
10228,Dublin 5,2025-02-22 13:04:59,2025-02-22 17:00:00,283.34,282.32,1012,73,278.72,13,0.0,10000,3.84,7.64,228,0.0,,,801,Clouds,few clouds,02d
10229,Dublin 5,2025-02-22 13:04:59,2025-02-22 18:00:00,281.16,278.93,1014,80,277.62,5,0.0,10000,3.58,7.47,221,0.0,,,800,Clear,clear sky,01n
10230,Dublin 5,2025-02-22 13:04:59,2025-02-22 19:00:00,280.31,278.12,1014,84,277.52,8,0.0,10000,3.2,6.71,206,0.0,,,800,Clear,clear sky,01n
10231,Dublin 5,2025-02-22 13:04:59,2025-02-22 20:00:00,279.9,277.55,1014,86,277.44,4,0.0,10000,3.32,5.1,186,0.0,,,800,Clear,clear sky,01n
10232,Dublin 5,2025-02-22 13:04:59,2025-02-22 21:00:00,279.72,277.32,1014,87,277.45,4,0.0,10000,3.34,4.42,177,0.0,,,800,Clear,clear sky,01n
10233,Dublin 5,2025-02-22 13:04:59,2025-02-22 22:00:00,279.99,277.33,1014,83,277.06,8,0.0,10000,3.88,7.44,183,0.0,,,800,Clear,clear sky,01n
10234,Dublin 5,2025-02-22 13:04:59,2025-02-22 23:00:00,279.94,277.2,1014,80,276.44,20,0.0,10000,4.02,7.52,175,0.0,,,801,Clouds,few clouds,02n
10235,Dublin 5,2025-02-22 13:04:59,2025-02-23 00:00:00,280.03,276.77,1014,81,276.77,17,0.0,10000,5.16,10.04,172,0.0,,,801,Clouds,few clouds,02n
10236,Dublin 5,2025-02-22 13:04:59,2025-02-23 01:00:00,280.63,277.28,1013,81,277.27,98,0.0,10000,5.76,11.85,172,0.0,,,804,Clouds,overcast clouds,04n
10237,Dublin 5,2025-02-22 13:04:59,2025-02-23 02:00:00,281.46,277.87,1012,79,277.73,99,0.0,10000,7.15,15.04,173,0.0,,,804,Clouds,overcast clouds,04n
10238,Dublin 5,2025-02-22 13:04:59,2025-02-23 03:00:00,282.2,278.4,1010,77,278.15,99,0.0,10000,8.71,17.77,176,0.0,,,804,Clouds,overcast clouds,04n
10239,Dublin 5,2025-02-22 13:04:59,2025-02-23 04:00:00,282.88,279.09,1009,74,278.29,100,0.0,10000,9.61,19.91,182,0.0,,,804,Clouds,overcast clouds,04n
10240,Dublin 5,2025-02-22 13:04:59,2025-02-23 05:00:00,282.86,278.92,1007,76,278.61,100,0.0,10000,10.27,20.62,184,0.0,,,804,Clouds,overcast clouds,04n
10241,Dublin 5,2025-02-22 13:04:59,2025-02-23 06:00:00,282.58,278.24,1006,78,278.65,100,0.0,10000,11.82,23.05,184,0.21,,,500,Rain,light rain,10n
10242,Dublin 5,2025-02-22 13:04:59,2025-02-23 07:00:00,282.67,278.24,1005,81,279.36,100,0.0,10000,12.45,23.17,178,0.66,,,500,Rain,light rain,10n
10243,Dublin 5,2025-02-22 13:04:59,2025-02-23 08:00:00,282.84,278.65,1004,86,280.38,100,0.01,7802,11.5,23.37,179,1.0,,,500,Rain,light rain,10d
10244,Dublin 5,2025-02-22 13:04:59,2025-02-23 09:00:00,283.46,282.79,1002,86,281.0,100,0.07,8661,11.21,22.49,182,1.0,,,501,Rain,moderate rain,10d
10245,Dublin 5,2025-02-22 13:04:59,2025-02-23 10:00:00,283.93,283.31,1001,86,281.48,100,0.07,7501,11.19,22.1,183,1.0,,,501,Rain,moderate rain,10d
10246,Dublin 5,2025-02-22 13:04:59,2025-02-23 11:00:00,284.4,283.83,1001,86,281.82,100,0.14,7342,11.02,22.98,188,1.0,,,501,Rain,moderate rain,10d
10247,Dublin 5,2025-02-22 13:04:59,2025-02-23 12:00:00,284.91,284.39,1000,86,282.37,100,0.15,10000,10.55,23.53,189,1.0,,,501,Rain,moderate rain,10d
10248,Dublin 5,2025-02-22 13:04:59,2025-02-23 13:00:00,285.14,284.64,1000,86,282.64,100,0.24,10000,11.76,19.99,208,1.0,,,501,Rain,moderate rain,10d
10249,Dublin 5,2025-02-22 13:04:59,2025-02-23 14:00:00,284.39,283.74,1000,83,281.43,100,0.13,10000,8.85,17.6,209,1.0,,,500,Rain,light rain,10d
10250,Dublin 5,2025-02-22 13:04:59,2025-02-23 15:00:00,283.89,283.16,1001,82,280.65,100,0.06,10000,9.31,15.34,210,1.0,,,500,Rain,light rain,10d
10251,Dublin 5,2025-02-22 13:04:59,2025-02-23 16:00:00,283.62,282.84,1001,81,280.19,100,0.1,10000,8.69,15.72,208,0.8,,,804,Clouds,overcast clouds,04d
10252,Dublin 5,2025-02-22 13:04:59,2025-02-23 17:00:00,283.48,282.68,1001,81,280.15,81,0.0,10000,8.93,16.51,213,0.8,,,803,Clouds,broken clouds,04d
10253,Dublin 5,2025-02-22 13:04:59,2025-02-23 18:00:00,283.2,282.35,1002,80,279.7,72,0.0,10000,9.08,16.35,214,0.8,,,803,Clouds,broken clouds,04n
10254,Dublin 5,2025-02-22 13:04:59,2025-02-23 19:00:00,282.92,279.21,1002,80,279.44,0,0.0,10000,9.3,16.79,216,0.0,,,800,Clear,clear sky,01n
10255,Dublin 5,2025-02-22 13:04:59,2025-02-23 20:00:00,282.6,278.83,1002,80,279.16,26,0.0,10000,9.11,16.73,218,0.0,,,802,Clouds,scattered clouds,03n
10256,Dublin 5,2025-02-22 13:04:59,2025-02-23 21:00:00,282.37,278.64,1003,80,278.85,52,0.0,10000,8.65,16.15,219,0.0,,,803,Clouds,broken clouds,04n
10257,Dublin 5,2025-02-22 13:04:59,2025-02-23 22:00:00,282.18,278.39,1004,80,278.61,64,0.0,10000,8.67,16.32,220,0.0,,,803,Clouds,broken clouds,04n
10258,Dublin 5,2025-02-22 13:04:59,2025-02-23 23:00:00,281.76,278.03,1004,81,278.44,52,0.0,10000,7.96,15.46,220,0.0,,,803,Clouds,broken clouds,04n
10259,Dublin 5,2025-02-22 13:04:59,2025-02-24 00:00:00,281.6,277.87,1004,81,278.29,43,0.0,10000,7.77,15.07,220,0.0,,,802,Clouds,scattered clouds,03n
10260,Dublin 5,2025-02-22 13:04:59,2025-02-24 01:00:00,281.66,278.09,1004,80,278.24,100,0.0,10000,7.29,14.52,228,0.0,,,804,Clouds,overcast clouds,04n
10261,Dublin 5,2025-02-22 13:04:59,2025-02-24 02:00:00,281.28,277.61,1005,81,277.95,81,0.0,10000,7.26,14.53,228,0.0,,,803,Clouds,broken clouds,04n
10262,Dublin 5,2025-02-22 13:04:59,2025-02-24 03:00:00,280.87,277.32,1005,82,277.74,58,0.0,10000,6.52,13.92,229,0.0,,,803,Clouds,broken clouds,04n
10263,Dublin 5,2025-02-22 13:04:59,2025-02-24 04:00:00,280.59,276.98,1005,83,277.56,44,0.0,10000,6.45,13.8,232,0.0,,,802,Clouds,scattered clouds,03n
10264,Dublin 5,2025-02-22 13:04:59,2025-02-24 05:00:00,280.46,276.8,1005,82,277.34,37,0.0,10000,6.51,13.68,232,0.0,,,802,Clouds,scattered clouds,03n
10265,Dublin 5,2025-02-22 13:04:59,2025-02-24 06:00:00,280.29,276.8,1005,81,277.01,32,0.0,10000,5.91,13.04,228,0.0,,,802,Clouds,scattered clouds,03n
10266,Dublin 5,2025-02-22 13:04:59,2025-02-24 07:00:00,280.31,276.9,1006,81,277.04,17,0.0,10000,5.69,12.44,229,0.0,,,801,Clouds,few clouds,02n
10267,Dublin 5,2025-02-22 13:04:59,2025-02-24 08:00:00,280.34,277.03,1006,82,277.23,24,0.09,10000,5.46,12.18,231,0.0,,,801,Clouds,few clouds,02d
10268,Dublin 5,2025-02-22 13:04:59,2025-02-24 09:00:00,280.8,277.66,1007,81,277.55,36,0.33,10000,5.34,11.4,232,0.0,,,802,Clouds,scattered clouds,03d
10269,Dublin 5,2025-02-22 13:04:59,2025-02-24 10:00:00,281.59,278.8,1007,78,277.82,43,0.64,10000,4.96,10.06,239,0.0,,,802,Clouds,scattered clouds,03d
10270,Dublin 5,2025-02-22 13:04:59,2025-02-24 11:00:00,282.14,279.5,1008,74,277.47,53,1.0,10000,4.93,8.48,241,0.0,,,803,Clouds,broken clouds,04d
10271,Dublin 5,2025-02-22 13:04:59,2025-02-24 12:00:00,282.93,280.45,1008,65,276.52,46,1.22,10000,5.04,7.36,239,0.0,,,802,Clouds,scattered clouds,03d
10272,Dublin 5,2025-02-22 14:05:54,2025-02-22 14:00:00,285.73,284.71,1011,64,279.11,40,0.92,10000,5.57,8.42,249,0.0,,,802,Clouds,scattered clouds,03d
10273,Dublin 5,2025-02-22 14:05:54,2025-02-22 15:00:00,285.43,284.41,1011,65,279.05,33,0.6,10000,4.91,8.31,243,0.0,,,802,Clouds,scattered clouds,03d
10274,Dublin 5,2025-02-22 14:05:54,2025-02-22 16:00:00,284.95,283.94,1011,67,279.03,26,0.28,10000,4.36,7.83,239,0.0,,,802,Clouds,scattered clouds,03d
10275,Dublin 5,2025-02-22 14:05:54,2025-02-22 17:00:00,283.97,282.94,1012,70,278.72,20,0.0,10000,3.84,7.64,228,0.0,,,801,Clouds,few clouds,02d
10276,Dublin 5,2025-02-22 14:05:54,2025-02-22 18:00:00,282.07,280.04,1013,77,278.26,12,0.0,10000,3.58,7.47,221,0.0,,,801,Clouds,few clouds,02n
10277,Dublin 5,2025-02-22 14:05:54,2025-02-22 19:00:00,280.31,278.12,1014,84,277.52,8,0.0,10000,3.2,6.71,206,0.0,,,800,Clear,clear sky,01n
10278,Dublin 5,2025-02-22 14:05:54,2025-02-22 20:00:00,279.9,277.55,1014,86,277.44,4,0.0,10000,3.32,5.1,186,0.0,,,800,Clear,clear sky,01n
10279,Dublin 5,2025-02-22 14:05:54,2025-02-22 21:00:00,279.72,277.32,1014,87,277.45,4,0.0,10000,3.34,4.42,177,0.0,,,800,Clear,clear sky,01n
10280,Dublin 5,2025-02-22 14:05:54,2025-02-22 22:00:00,279.99,277.33,1014,83,277.06,8,0.0,10000,3.88,7.44,183,0.0,,,800,Clear,clear sky,01n
10281,Dublin 5,2025-02-22 14:05:54,2025-02-22 23:00:00,279.94,277.2,1014,80,276.44,20,0.0,10000,4.02,7.52,175,0.0,,,801,Clouds,few clouds,02n
10282,Dublin 5,2025-02-22 14:05:54,2025-02-23 00:00:00,280.03,276.77,1014,81,276.77,17,0.0,10000,5.16,10.04,172,0.0,,,801,Clouds,few clouds,02n
10283,Dublin 5,2025-02-22 14:05:54,2025-02-23 01:00:00,280.63,277.28,1013,81,277.27,98,0.0,10000,5.76,11.85,172,0.0,,,804,Clouds,overcast clouds,04n
10284,Dublin 5,2025-02-22 14:05:54,2025-02-23 02:00:00,281.46,277.87,1012,79,277.73,99,0.0,10000,7.15,15.04,173,0.0,,,804,Clouds,overcast clouds,04n
10285,Dublin 5,2025-02-22 14:05:54,2025-02-23 03:00:00,282.2,278.4,1010,77,278.15,99,0.0,10000,8.71,17.77,176,0.0,,,804,Clouds,overcast clouds,04n
